Description,TotalSalesDollars,TotalSalesQuantity,TotalPurchaseDollars,TotalPurchaseQuantity,GrossProfit,ProfitMargin,TargetBrand
Liberty Crk Pnt Grigio,35.88,12.0,24.36,12,11.520000000000003,32.107023411371244,No
Liberty Crk Prm RSV Wh Znfdl,1733.83,217.0,1212.2,220,521.6299999999999,30.085417832198075,No
Liberty Crk Vyd Pnt Grigio,990.73,127.0,673.28,128,317.45000000000005,32.04202961452667,No
Liberty School Cab Svgn,234406.21,17719.0,133564.14,17812,100842.06999999999,40.11113718152724,No
Liberty School Chard Cntrl C,10495.92,808.0,4386.0,510,6109.92,58.212333935472074,No
Liberty School Cuvee Red CC,118.83,17.0,54.48,12,64.35,54.15299166877051,No
Liberty School Merlot CC,24180.77,1723.0,8351.199999999999,1144,15829.570000000002,65.46346539005997,No
Liberty School Pnt Nr CC,56137.25,4675.0,21017.6,2560,35119.65,62.5603320433402,No
Licor 43 Liqueur Gift Pack,2534.68,132.0,1630.8000000000002,120,903.8799999999997,35.66051730395946,No
Licor 43 Vanilla Liqueur,119411.18999999999,6381.0,82430.35,6455,36980.83999999998,30.96932540409319,No
Lidestri Pink Limoncello,28948.559999999998,1544.0,17013.78,1286,11934.779999999999,41.2275429244149,No
Light Horse Cab Svgn,14639.85,1215.0,7695.0,1125,6944.85,47.43798604493898,No
Lila Rose 4 Pk Cans,65.94,6.0,43.68,6,22.259999999999998,33.75796178343949,No
Lila Svgn Bl 4 Pk Cans,2198.0,200.0,1453.23,201,744.77,33.88398544131028,No
Lillet Rose French Aperitif,1277.29,71.0,1090.8,101,186.49,14.600443125680151,No
Lillet White French Aperiti,86729.79,4821.0,50374.14,4853,36355.649999999994,41.91829589348711,No
Lima Loureiro Vino Verde DOC,1640.4,160.0,956.9999999999999,165,683.4000000000002,41.66057059253841,No
Lincourt Courtney's Chard,461.58,42.0,109.2,15,352.38,76.34212920837125,Yes
Lincourt Lindsays Pnt Nr,47503.31,3169.0,18983.62,1874,28519.69,60.03726898188779,No
Lincourt Steel Chard,119730.15000000001,11985.0,87969.24,12861,31760.910000000003,26.527077766126578,No
Lindemans Bin 40 Merlot,29041.47,2617.0,22421.51,2731,6619.960000000003,22.794851638019708,No
Lindemans Bin 45 Cab Svgn,91719.28,9100.0,57972.600000000006,8988,33746.67999999999,36.79344190229142,No
Lindemans Bin 50 Shiraz,102342.18,10302.0,64776.56,10267,37565.619999999995,36.30119007642669,No
Lindemans Bin 65 Chard,216686.68,21712.0,155713.56999999998,23629,60973.110000000015,31.92124556018645,No
Lindemans Bin 85 Pnt Grigio,19779.2,1796.0,14295.779999999999,1847,5483.420000000002,27.723163727552187,No
Lindemans Bin 90 Moscato,2377.14,186.0,1449.9,179,927.2399999999998,39.006537267472666,No
Lindemans Bin 99 Pnt Nr,5577.24,676.0,3813.5,725,1763.7399999999998,31.623885649532742,No
Lindemans Cawarra Shiraz/Cab,3480.42,258.0,2540.16,288,940.2600000000002,27.01570500112056,No
Line 39 Cab Svgn Lake Cnty,132793.46,13614.0,74091.73999999999,14006,58701.72,44.20527938649991,No
Line 39 Chard,40901.58,4290.0,24376.32,4608,16525.260000000002,40.402497898614186,No
Line 39 Lk Cnty Petite Sirah,13834.76,1424.0,9438.85,1555,4395.91,31.774385677814433,No
Line 39 Merlot,211.79,21.0,194.62,37,17.169999999999987,8.107087209027805,No
Line 39 Pnt Nr,95742.8,9956.0,55308.9,10515,40433.9,42.231791842310855,No
Line 39 Svgn Bl Lake County,52274.45,5391.0,29946.69,5661,22327.76,42.712567994498265,No
Linie Aquavit,10921.619999999999,438.0,4668.5599999999995,268,6253.0599999999995,57.25396049304041,No
Linkwood 15 Yr Old Sngl Malt,4719.41,59.0,562.41,9,4157.0,88.08304427883994,No
Lions de Suduiraut Sauternes,2050.92,108.0,203.84,16,1847.0800000000002,90.06104577457921,No
Liquore Strega,353.88,12.0,264.12,12,89.75999999999999,25.364530349270936,No
Listel Grain de Gris Rose,16160.75,1625.0,11128.86,1671,5031.889999999999,31.1364880961589,No
Little Black Dress Divalicio,5899.66,634.0,3931.56,652,1968.1,33.35954953336294,No
Little Black Dress Merlot,13432.47,1453.0,8202.6,1395,5229.869999999999,38.934536983890524,No
Little Black Dress Pnt Grigi,163.84,16.0,128.64,24,35.20000000000002,21.48437500000001,No
Little Penguin Cab Svgn Ausl,2267.73,227.0,1764.72,258,503.01,22.18121204905346,No
Little Penguin Chard Ausl,44517.21,3579.0,28153.44,3591,16363.77,36.758300890824025,No
Little Penguin Merlot Ausl,7275.09,591.0,4929.83,617,2345.26,32.236852052689386,No
Little Penguin Shiraz Ausl,16417.9,1310.0,10367.460000000001,1314,6050.4400000000005,36.85270345172037,No
Little Yering Pnt Nr Yarra V,719.52,48.0,486.24,48,233.27999999999997,32.421614409606406,No
Live-A-Little Ravishing Red,1582.56,144.0,1041.1200000000001,144,541.4399999999998,34.21292083712465,No
Live-A-Little Wicked White,791.28,72.0,538.5600000000001,72,252.7199999999999,31.938125568698805,No
Livingston Burgundy Calif,19627.63,1637.0,12918.06,1669,6709.5700000000015,34.18431058665769,No
Livingston Cab Svgn Cal,157.86,14.0,46.0,10,111.86000000000001,70.86025592296971,Yes
Livingston Cellars Red Rose,53307.54,4446.0,34989.92,4463,18317.620000000003,34.362155897646005,No
Livingston Chablis Blush Ca,2623.69,231.0,1839.9299999999998,249,783.76,22.732648877352087,No
Livingston Chablis Cal,49241.71,4229.0,33624.71,4238,15617.0,32.22326172911334,No
Livingston Chianti Cal,153.79999999999998,20.0,137.10000000000002,30,16.69999999999996,10.858257477243148,No
Livingston Clrs Pnt Grigio,255.68,32.0,185.39999999999998,36,70.28000000000003,27.487484355444312,No
Livingston Clrs Red Rose,497.37,63.0,342.71999999999997,72,154.65000000000003,31.093552083961644,No
Livingston Clrs Rhine Calif,350.46000000000004,54.0,43.3,10,307.16,87.64480967870799,Yes
Livingston Clrs Wh Znfdl Cal,31701.56,2644.0,21311.1,2631,10390.460000000003,32.77586339599692,No
Livingston Merlot Cal,33569.0,2600.0,21841.26,2593,11727.740000000005,25.337086585952264,No
Livingston Nat Flvrs Chard,30999.719999999998,2428.0,20259.300000000003,2463,10740.419999999998,30.26939727041418,No
Livingston Rhine Calif,465.40999999999997,59.0,305.58000000000004,66,159.82999999999993,34.34176317655399,No
Livingston Sangria Natural,569.28,72.0,390.42,81,178.85999999999996,31.418634064080937,No
Livingston Wh Znfdl Cal,341.57,43.0,248.57,53,93.0,27.227215504874554,No
Livio Felluga Pinot Grigio,847.64,36.0,365.52,24,482.12,56.87791987164362,No
Livon Pnt Grigio,4789.85,315.0,3494.92,338,1294.9300000000003,27.034875831184696,No
Llopart Rose Cava Brut Rsva,4800.04,196.0,2010.96,133,2789.08,58.105349122090644,No
Llord's Orange Curacao,1880.86,314.0,1406.1599999999999,324,474.70000000000005,25.238454749423138,No
Llord's Peach,227.61999999999998,38.0,160.58,37,67.03999999999996,29.452596432650896,No
Lobstah White,1108.95,105.0,351.05,59,757.9000000000001,68.34392894179179,No
Lobster & Shrimp Muscadet,8856.77,923.0,3605.2400000000002,934,5251.530000000001,59.29396382654174,No
Lobster Reef Svgn Bl,25171.12,2188.0,15957.76,2192,9213.359999999999,36.60290046688427,No
Locations CA Red,3934.3599999999997,164.0,2723.28,168,1211.0799999999995,30.782134832603003,No
Locations E Red Spanish,14348.199999999999,780.0,8014.200000000001,703,6333.999999999998,44.14491016294726,No
Locations OR Red,4534.11,189.0,3916.4399999999996,253,617.6700000000001,13.622739633577485,No
Lock & Key Meritage,779.4,60.0,534.0,60,245.39999999999998,31.48575827559661,No
Lock Stock & Barrel Rye,16053.369999999999,163.0,11679.76,166,4373.609999999999,27.24418611170115,No
Lockwood Pnt Nr,26806.45,3355.0,17882.15,3355,8924.3,33.29161451814768,No
Loft Cab Svgn,24312.769999999997,1223.0,17317.85,1265,6994.919999999998,28.770559668848918,No
Loimer Lois Gruner Veltliner,4834.65,335.0,3120.62,337,1714.0299999999997,35.45303176031357,No
Lokoya Diamond Mtn Cab Svgn,974.97,3.0,645.69,3,329.28,33.77334687221145,No
Lokoya Howell Mtn Cab Svgn,1949.94,6.0,1937.07,9,12.870000000000118,0.6600203083171851,No
Lokoya Mt Veeder Cab Svgn,3574.8900000000003,11.0,3095.1200000000003,14,479.77,13.420552800226018,No
Lokoya Spring Mtn Cab Svgn,4549.860000000001,14.0,2954.42,14,1595.4400000000005,35.065694329056285,No
Lombardo Marsala Ambra Dry,97.13,47.0,72.48,48,24.64999999999999,25.3783589004427,No
Long Barn Chardonnay,22242.29,2071.0,17406.18,2682,4836.110000000001,21.742860110177507,No
Long Lake Cab Svgn Cal,209.65,35.0,198.24,48,11.409999999999997,5.442404006677794,No
Looking Glass Cab Svgn,39.48,12.0,27.24,12,12.239999999999998,31.00303951367781,No
Looking Glass Wh Znfdl,39.48,12.0,27.24,12,12.239999999999998,31.00303951367781,No
Lord Calvert Canadian,113264.19,8581.0,88428.12,8644,24836.070000000007,21.92755715641458,No
Loredona Moscato Monterey,19934.72,3328.0,19035.170000000002,4609,899.5499999999993,4.512478730576598,No
Los Amantes Mezcal,36598.14,886.0,27754.65,891,8843.489999999998,24.163768978423487,No
Los Amantes Reposado Mezcal,39155.48,752.0,29314.28,769,9841.200000000004,25.13364668240564,No
Los Cardos Malbec Mendoza,40077.840000000004,5016.0,27307.8,5057,12770.040000000005,31.863094418262072,No
Lost Angel Moscato,779.22,78.0,632.7,95,146.51999999999998,18.8034188034188,No
Lot No 40 Canadian Rye,3299.42,58.0,259.21000000000004,7,3040.21,92.14377072333926,No
Louis Jadot Chmble-Musgny 11,99.98,2.0,34.48,1,65.5,65.5131026205241,Yes
Louis Jadot Nuits St Geo 11,899.88,12.0,588.12,12,311.76,34.64461928257101,No
Louis Latour 12 Bourgogne Ga,25370.84,2116.0,19268.87,2347,6101.970000000001,24.051115374973794,No
Louis Latour 12 Marsannay Bl,23348.32,1168.0,22772.8,1720,575.5200000000004,2.4649310956848307,No
Louis Latour 13 Pnt Nr Bourg,167.88,12.0,111.96,12,55.92,33.30950679056469,No
Louis M Martini Cab Svgn,7479.37,713.0,4862.34,714,2617.0299999999997,34.989979102517985,No
Louis de Grenelle Rose,734.51,49.0,580.2,60,154.30999999999995,21.008563532150678,No
Loukatos Mastic Liqueur,485.72999999999996,27.0,238.14,18,247.58999999999997,50.97276264591439,No
Loukatos Mavrodaphne Patras,12231.34,1166.0,8489.460000000001,1189,3741.879999999999,30.59255976859444,No
Loukatos Retsina,6316.34,666.0,2883.06,513,3433.28,54.355528676417045,No
Loukatos Tsipouro Brandy,139.93,7.0,88.86,6,51.07000000000001,36.49681983849068,No
Love Lane Carmenere,2897.33,267.0,2671.56,362,225.76999999999998,7.792346746832428,No
Love Lane Svgn Bl,4360.13,387.0,4066.71,479,293.4200000000001,6.729615860077567,No
Love Oregon Pnt Nr,659.61,39.0,581.36,52,78.25,11.863070602325616,No
Love Oregon Rsl,978.34,66.0,469.20000000000005,46,509.14,52.04121266635321,No
Lower East Side Cab Svgn,3908.88,112.0,1555.6100000000001,71,2353.27,60.203178404044124,No
Lucano Amaro,2188.54,146.0,630.7,53,1557.84,71.18170104270428,No
Lucano Limencello,945.14,86.0,286.56,36,658.5799999999999,69.68068222697165,No
Lucanto Montepulciano d'Abru,577.66,34.0,279.36,24,298.29999999999995,51.639372641346114,No
Luce Brunello Montalcino 10,2183.79,21.0,1485.54,21,698.25,31.974228291181845,No
Luce Della Vite Lucente Tosc,7218.509999999999,249.0,3952.2,210,3266.3099999999995,45.24908880087442,No
Luce Della Vite Toscana,2199.7799999999997,22.0,891.6600000000001,22,1308.1199999999997,59.46594659465946,No
Lucienne Doctor's Vyd Pnt Nr,767.84,16.0,504.05,17,263.79,34.35481350281309,No
Lucky Duck Cab Svgn,90.96,24.0,62.64,24,28.319999999999993,31.134564643799468,No
Lucky Duck Moscato,227.4,60.0,176.08,71,51.31999999999999,22.568161829375548,No
Lucky Duck Riesling,125.07,33.0,91.08,36,33.989999999999995,27.176781002638524,No
Lugny Les Charmes Macon,53034.02,3398.0,34437.2,3514,18596.82,35.065831328645274,No
Lugny Macon Vllgs Vielle Rsv,191.88,12.0,128.76,12,63.120000000000005,32.89555972482802,No
Luiano Chianti Clsc,18926.949999999997,1205.0,11355.43,1136,7571.519999999998,41.410922205049104,No
Luiano Ottantuno Chianti,3197.2200000000003,78.0,1004.55,37,2192.67,68.58051682399083,No
Luiano Rosato,385.0,50.0,148.92000000000002,35,236.07999999999998,53.40963156877558,No
Luiano Sangiovese,15119.39,1261.0,10554.789999999999,1321,4564.6,30.190371436942897,No
Luigi Bosca Chard,4748.16,334.0,4535.639999999999,387,212.52000000000044,4.475839061868186,No
Luigi Bosca La Linda Malbec,23483.95,2205.0,16448.52,2244,7035.43,29.958460991443093,No
Luigi Bosca Los Miradores Ma,1033.62,38.0,733.4,38,300.2199999999999,29.045490605831926,No
Luigi Bosca Malbec,20776.899999999998,1210.0,13357.330000000002,1211,7419.569999999996,35.71066906035066,No
Luigi Bosca Malbec 13,1329.3,70.0,923.76,72,405.53999999999996,30.50778605280975,No
Luigi Bosca Malbec SV DOC,418.83,17.0,359.04,24,59.789999999999964,14.275481699018686,No
Luigi Bosca RSV Cab Svgn,9960.349999999999,565.0,7383.599999999999,630,2576.749999999999,25.870074846767427,No
Luigi Bosca de Sangre,2899.77,123.0,2399.04,168,500.73,17.26792124892664,No
Luksusowa Potato Vodka,485688.56999999995,23843.0,363756.06,24202,121932.50999999995,25.105081225197445,No
Luna di Luna Chard/Pnt Grig,31191.649999999998,1635.0,18775.44,1602,12416.21,39.806198133154226,No
Luna di Luna Chard/Pnt Grigo,79616.07,7993.0,53036.659999999996,8122,26579.41000000001,33.38447878675751,No
Luna di Luna Merlot/Cab Ca'M,13726.7,1330.0,8889.75,1317,4836.950000000001,35.237529777732455,No
Luna di Luna Prosecco,1495.12,88.0,1058.88,96,436.2399999999998,29.177591096366832,No
Lunazul Reposado Tequila,64238.23,4677.0,45252.3,4670,18985.93,29.55549989468888,No
Lustau Pedro Ximenez San Emi,107.96,4.0,71.96,4,36.0,33.34568358651352,No
Luxardo Amaretto di Saschira,349.85999999999996,14.0,195.44,14,154.41999999999996,44.137655062024805,No
Luxardo Angioletto Hazelnut,1258.2,80.0,270.6,22,987.6,78.49308536003815,No
Luxardo Maraschino Cherries,31504.409999999996,1659.0,24690.12,1938,6814.289999999997,21.62963851727424,No
Luxardo Maraschino Liqueur,41955.88,1412.0,38964.090000000004,1663,2991.7899999999936,7.130800259701367,No
Luxardo Sambuca Dei Cesari,299.88,12.0,232.44,12,67.44,22.488995598239296,No
Luxury Edition Pnt Nr Rose S,623.52,48.0,407.52,48,216.0,34.64203233256351,No
Luxury Edition Prosecco,740.4300000000001,57.0,493.62,57,246.81000000000006,33.333333333333336,No
Luzon Jumilla Red,2275.32,268.0,1811.2,320,464.1200000000001,20.39800995024876,No
Lynch Bages 09 Pauillac,2619.96,4.0,885.12,2,1734.8400000000001,66.2162781111162,No
Lyrarakis Assyrtiko,431.73,27.0,391.68,36,40.05000000000001,9.276631227850743,No
Lyrarakis Okto Syrah Blend,9190.01,599.0,6721.12,706,2468.8900000000003,26.864932682336583,No
Lyrarakis Okto White,959.4,60.0,631.2,60,328.19999999999993,34.208880550343956,No
Lyric by Etude Pnt Nr,2204.45,155.0,1558.44,156,646.0099999999998,29.304815260042176,No
M & R Asti,381845.67,34033.0,242375.79,34619,139469.88,34.60252860813095,No
M & R Asti 4 Pak,48919.2,4080.0,35097.75,4275,13821.449999999997,28.253630476377367,No
M & R Bianco Vermouth,964.21,129.0,753.48,156,210.73000000000002,21.85519751921262,No
M & R Extra Dry Vermouth,77345.09,14621.0,51633.31,14627,25711.78,33.24293759306505,No
M & R Prosecco Frizzante,25410.920000000002,2308.0,15732.68,2298,9678.240000000002,33.006295225239526,No
M & R Sparkling Rose,8902.210000000001,779.0,5081.58,763,3820.630000000001,42.91776985714784,No
M & R Sweet Vermouth,311904.10000000003,39040.0,192767.65,38973,119136.45000000001,34.0376489052956,No
M & R X Dry Vermouth,192004.21,22729.0,119301.44,22685,72702.76999999999,35.550015853281955,No
M Chiarlo 10 Chiarlo Rosso,8401.59,841.0,5620.38,849,2781.21,33.103376860808496,No
M Chiarlo Barbera D'Asti,30266.87,2713.0,18240.600000000002,2828,12026.269999999997,39.73410531052598,No
M Chiarlo Barberesco Anni 09,12735.449999999999,455.0,469.56,26,12265.89,96.31296891747053,No
M Chiarlo Barolo Cerequio,879.89,11.0,311.64,6,568.25,64.58193637841094,No
M Chiarlo Gavi Wh,1208.9,110.0,7.33,1,1201.5700000000002,99.39366366117959,No
M Chiarlo Moscato D'Asti Ni,19764.86,1814.0,11498.68,1831,8266.18,41.82260840704159,No
M Chiarlo Rovereto Gavi 13,16901.43,1057.0,13895.55,1269,3005.880000000001,17.784767324421665,No
M D 20/20,8993.460000000001,2254.0,6495.150000000001,2279,2498.3100000000004,27.77918620864495,No
M D 20/20 Banana Red,10385.970000000001,2603.0,7119.170000000001,2627,3266.8,31.453971078291193,No
M D 20/20 Coco Loco,2090.76,524.0,1715.7,645,375.0600000000002,17.93893129770993,No
M D 20/20 Electric Melon Red,10282.23,2577.0,7018.919999999999,2619,3263.3100000000004,31.737376036132247,No
M D 20/20 Habanero Lime Arit,2433.9,610.0,1897.4399999999998,708,536.4600000000003,22.04116849500802,No
M D 20/20 Orange Jubilee,12811.890000000001,3211.0,8396.19,3267,4415.700000000001,34.46564090075703,No
M Duffau Napoleon Armagnac,77774.82,2118.0,64001.12,2276,13773.700000000004,17.709716332355384,No
M Lynch Bordeaux Blanc Grave,3858.45,255.0,1735.6299999999999,169,2122.8199999999997,55.01742927859632,No
M Lynch Bordeaux Rouge Medoc,7370.09,491.0,1448.64,144,5921.45,80.34433772179173,No
M Molitor Spatlese Mosel,3944.5299999999997,147.0,2563.2,144,1381.33,35.018874238502434,No
MSH Cellars Svgn Bl Napa Vly,1918.4,160.0,509.02,62,1409.38,73.4664303586322,No
MU Creamy Vanilla Latte,142.89000000000001,11.0,107.52,12,35.37000000000002,24.753306739449936,No
Ma Terr Aglianico Vulture,167.88,12.0,114.24,12,53.64,31.95139385275197,No
MacGavin's Highland Scotch,2500.6099999999997,139.0,78.78,6,2421.8299999999995,96.84956870523591,No
MacMurray Ranch C Cst Pnt Nr,186135.73,12155.0,109989.09999999999,11590,76146.63000000002,40.90919567135231,No
MacMurray Ranch Chard Sonoma,35625.72,2228.0,23911.2,2214,11714.52,32.882198591354786,No
MacMurray Ranch Pnt Nr RRV,37401.29,1871.0,16121.900000000001,1226,21279.39,56.894802291578706,No
MacMurray Ranch Selct Pnt Nr,3289.23,227.0,2346.68,238,942.5500000000002,28.655642810019373,No
MacMurray Ranch Sonma Pnt Nr,111365.36,5688.0,81127.55,6005,30237.809999999998,27.15189893877234,No
Macchia Mischievous Znfdl Lo,5247.5,250.0,4199.2,290,1048.3000000000002,19.977131967603622,No
Macrostie Carneros Chard,24807.359999999997,1264.0,15325.199999999999,1320,9482.159999999998,38.22317247784528,No
Mad Dogs & Englishmen Jumil,279.8,20.0,6.53,1,273.27000000000004,97.6661901358113,Yes
Madison's Ranch Cab Svgn,30175.77,2323.0,11932.02,1359,18243.75,60.45827496696853,No
Madria Sangria,44019.96,5004.0,26133.38,5106,17886.579999999998,33.61008596909644,No
Madria Sangria Moscato,1306.33,167.0,970.8,184,335.5300000000001,24.48977785417928,No
Madrigal Cab Svgn,14452.269999999999,723.0,2874.9,210,11577.369999999999,80.1076232315062,No
Madrigal Petite Sirah,6897.94,406.0,328.15999999999997,28,6569.78,95.24263765703964,No
Madrigal Znfdl,10534.47,753.0,1253.04,138,9281.43,88.10533420285977,No
Maestro Dobel Diamond Tequla,66066.98,1802.0,55303.62,2102,10763.359999999993,16.291587719008792,No
Magellan Gin,1481.43,57.0,1008.8000000000001,52,472.63,31.90363365126938,No
Maggio Cab Svgn,333.65999999999997,34.0,289.44,48,44.21999999999997,13.253012048192764,No
Maggio Chardonnay,131.88,12.0,87.36,12,44.519999999999996,33.75796178343949,No
Maggy Hawk Afleet Pnt Nr,1924.65,35.0,1329.78,37,594.8700000000001,30.907957290936018,No
Magnificent Wine Co House Re,17952.6,1540.0,12465.900000000001,1539,5486.699999999999,30.66005471588322,No
Maipe Malbec Mendoza,6970.87,613.0,4341.12,608,2629.75,37.724846396504304,No
Maison L'Envoye The Attache,3772.98,102.0,1233.0,50,2539.98,67.3202614379085,No
Maison L'Envoye Two Messenge,4574.24,176.0,1436.4,84,3137.8399999999997,68.59806219175208,No
Maker's Mark 46,62422.67999999999,3132.0,58017.96,3381,4404.719999999994,7.056281466928358,No
Maker's Mark Combo Pack,32120.82,918.0,6752.98,247,25367.84,78.9763150504875,No
Makers 46,212185.04,5196.0,153709.92,5382,58475.119999999995,27.558549839328915,No
Makers Mark,2097444.4,89960.0,1628786.54,97727,468657.86000000004,21.86017851185675,No
